x,y,time,value
322,2020,1115022,0.504
323,2020,1115075,0.569
323,2020,1115077,0.642
323,2020,1115080,0.627
323,2020,1115082,0.578
324,2020,1115137,0.546
324,2020,1115140,0.593
324,2020,1115142,0.565
324,2020,1115145,0.515
325,2020,1115205,0.517
333,2020,1115670,0.504
334,2020,1115730,0.53
334,2020,1115732,0.515
335,2020,1115792,0.524
335,2020,1115795,0.512
336,2020,1115852,0.535
336,2020,1115855,0.538
337,2020,1115912,0.503
337,2020,1115915,0.546
337,2020,1115917,0.523
338,2020,1115975,0.536
338,2020,1115977,0.557
338,2020,1115980,0.532
339,2020,1116037,0.511
339,2020,1116040,0.514
340,2020,1116100,0.517
341,2020,1116162,0.501
341,2020,1116165,0.525
346,2020,1116445,0.515
346,2020,1116447,0.552
346,2020,1116450,0.511
347,2020,1116505,0.514
347,2020,1116507,0.613
347,2020,1116510,0.634
347,2020,1116512,0.586
348,2020,1116565,0.514
348,2020,1116567,0.656
348,2020,1116570,0.698
348,2020,1116572,0.683
348,2020,1116575,0.619
349,2020,1116627,0.577
349,2020,1116630,0.706
349,2020,1116632,0.749
349,2020,1116635,0.71
349,2020,1116637,0.594
350,2020,1116690,0.619
350,2020,1116692,0.752
350,2020,1116695,0.77
350,2020,1116697,0.701
350,2020,1116700,0.55
351,2020,1116752,0.602
351,2020,1116755,0.685
351,2020,1116757,0.68
351,2020,1116760,0.599
352,2020,1116815,0.61
352,2020,1116817,0.672
352,2020,1116820,0.643
352,2020,1116822,0.543
353,2020,1116877,0.564
353,2020,1116880,0.612
353,2020,1116882,0.583
354,2020,1116942,0.522
354,2020,1116945,0.508
363,2020,1117470,0.528
363,2020,1117472,0.537
364,2020,1117530,0.545
364,2020,1117532,0.593
364,2020,1117535,0.544
365,2020,1117592,0.564
365,2020,1117595,0.581
366,2020,1117652,0.503
366,2020,1117655,0.564
366,2020,1117657,0.553
1,2021,1117715,0.542
1,2021,1117717,0.584
1,2021,1117720,0.551
2,2021,1117777,0.515
10,2021,1118247,0.548
10,2021,1118250,0.549
11,2021,1118307,0.596
11,2021,1118310,0.65
11,2021,1118312,0.623
11,2021,1118315,0.504
12,2021,1118370,0.621
12,2021,1118372,0.632
12,2021,1118375,0.56
13,2021,1118430,0.519
13,2021,1118432,0.617
13,2021,1118435,0.605
13,2021,1118437,0.517
14,2021,1118492,0.545
14,2021,1118495,0.59
14,2021,1118497,0.547
15,2021,1118555,0.53
15,2021,1118557,0.527
16,2021,1118617,0.504
16,2021,1118620,0.525
26,2021,1119207,0.501
26,2021,1119210,0.532
26,2021,1119212,0.509
27,2021,1119270,0.528
27,2021,1119272,0.543
28,2021,1119332,0.553
28,2021,1119335,0.519
29,2021,1119392,0.532
29,2021,1119395,0.559
30,2021,1119455,0.56
30,2021,1119457,0.515
31,2021,1119515,0.516
31,2021,1119517,0.544
31,2021,1119520,0.501
38,2021,1119925,0.52
38,2021,1119927,0.525
39,2021,1119985,0.51
39,2021,1119987,0.576
39,2021,1119990,0.561
39,2021,1119985,0.51
39,2021,1119987,0.576
39,2021,1119990,0.561
40,2021,1120047,0.556
40,2021,1120050,0.584
40,2021,1120052,0.551
41,2021,1120110,0.604
41,2021,1120112,0.622
41,2021,1120115,0.549
42,2021,1120170,0.528
42,2021,1120172,0.601
42,2021,1120175,0.568
43,2021,1120232,0.516
43,2021,1120235,0.556
44,2021,1120295,0.522
44,2021,1120297,0.507
56,2021,1121007,0.503
56,2021,1121010,0.562
56,2021,1121012,0.528
57,2021,1121072,0.541
58,2021,1121132,0.519
58,2021,1121135,0.513
118,2021,1124700,0.505
118,2021,1124702,0.539
119,2021,1124762,0.546
119,2021,1124765,0.536
120,2021,1124825,0.515
120,2021,1124827,0.506
145,2021,1126317,0.522
146,2021,1126377,0.52
146,2021,1126380,0.543
147,2021,1126440,0.553
147,2021,1126442,0.565
148,2021,1126502,0.555
148,2021,1126505,0.558
149,2021,1126565,0.575
149,2021,1126567,0.554
150,2021,1126627,0.51
161,2021,1127280,0.507
163,2021,1127402,0.528
174,2021,1128055,0.506
174,2021,1128057,0.516
174,2021,1128055,0.506
174,2021,1128057,0.516
175,2021,1128117,0.579
175,2021,1128120,0.578
176,2021,1128177,0.544
176,2021,1128180,0.603
176,2021,1128182,0.596
177,2021,1128240,0.548
177,2021,1128242,0.604
177,2021,1128245,0.562
178,2021,1128302,0.524
178,2021,1128305,0.589
178,2021,1128307,0.532
179,2021,1128367,0.504
191,2021,1129080,0.512
191,2021,1129082,0.503
192,2021,1129140,0.521
192,2021,1129142,0.523
203,2021,1129795,0.519
203,2021,1129797,0.51
204,2021,1129857,0.563
204,2021,1129860,0.55
204,2021,1129857,0.563
204,2021,1129860,0.55
205,2021,1129917,0.509
205,2021,1129920,0.581
205,2021,1129922,0.553
206,2021,1129980,0.527
206,2021,1129982,0.568
207,2021,1130042,0.507
207,2021,1130045,0.522
218,2021,1130697,0.52
219,2021,1130757,0.531
219,2021,1130760,0.531
219,2021,1130757,0.531
219,2021,1130760,0.531
220,2021,1130817,0.512
220,2021,1130820,0.543
220,2021,1130822,0.505
221,2021,1130880,0.525
221,2021,1130882,0.534
222,2021,1130942,0.505
222,2021,1130945,0.507
229,2021,1131412,0.528
230,2021,1131472,0.543
231,2021,1131475,0.587
231,2021,1131477,0.539
232,2021,1131535,0.601
232,2021,1131537,0.601
232,2021,1131540,0.552
233,2021,1131595,0.559
233,2021,1131597,0.622
233,2021,1131600,0.625
233,2021,1131602,0.533
234,2021,1131657,0.534
234,2021,1131660,0.615
234,2021,1131662,0.573
234,2021,1131657,0.534
234,2021,1131660,0.615
234,2021,1131662,0.573
235,2021,1131720,0.555
235,2021,1131722,0.598
235,2021,1131725,0.504
236,2021,1131780,0.514
236,2021,1131782,0.587
236,2021,1131785,0.53
247,2021,1132437,0.515
248,2021,1132497,0.503
249,2021,1132560,0.501
249,2021,1132560,0.501
250,2021,1132620,0.501
308,2021,1136130,0.51
308,2021,1136132,0.55
309,2021,1136192,0.579
309,2021,1136195,0.581
309,2021,1136197,0.508
309,2021,1136192,0.579
309,2021,1136195,0.581
309,2021,1136197,0.508
310,2021,1136252,0.522
310,2021,1136255,0.597
310,2021,1136257,0.552
311,2021,1136315,0.531
311,2021,1136317,0.603
311,2021,1136320,0.552
336,2021,1137810,0.541
337,2021,1137867,0.522
337,2021,1137870,0.607
337,2021,1137872,0.619
337,2021,1137875,0.555
338,2021,1137927,0.51
338,2021,1137930,0.645
338,2021,1137932,0.703
338,2021,1137935,0.69
338,2021,1137937,0.586
339,2021,1137990,0.575
339,2021,1137992,0.69
339,2021,1137995,0.746
339,2021,1137997,0.707
339,2021,1138000,0.578
339,2021,1137990,0.575
339,2021,1137992,0.69
339,2021,1137995,0.746
339,2021,1137997,0.707
339,2021,1138000,0.578
340,2021,1138052,0.61
340,2021,1138055,0.686
340,2021,1138057,0.719
340,2021,1138060,0.622
340,2021,1138062,0.533
341,2021,1138115,0.541
341,2021,1138117,0.636
341,2021,1138120,0.621
341,2021,1138122,0.594
342,2021,1138177,0.535
342,2021,1138180,0.573
342,2021,1138182,0.554
354,2021,1138895,0.503
354,2021,1138895,0.503
365,2021,1139547,0.527
365,2021,1139550,0.53
1,2022,1139607,0.574
1,2022,1139610,0.646
1,2022,1139612,0.598
2,2022,1139670,0.6
2,2022,1139672,0.647
2,2022,1139675,0.636
3,2022,1139730,0.506
3,2022,1139732,0.616
3,2022,1139735,0.646
3,2022,1139737,0.584
4,2022,1139792,0.51
4,2022,1139795,0.602
4,2022,1139797,0.609
4,2022,1139800,0.538
4,2022,1139792,0.51
4,2022,1139795,0.602
4,2022,1139797,0.609
4,2022,1139800,0.538
5,2022,1139857,0.542
5,2022,1139860,0.53
15,2022,1140447,0.652
17,2022,1140572,0.53
18,2022,1140632,0.508
18,2022,1140635,0.525
19,2022,1140695,0.524
19,2022,1140695,0.524
30,2022,1141350,0.523
30,2022,1141352,0.518
31,2022,1141410,0.57
31,2022,1141412,0.602
31,2022,1141415,0.562
32,2022,1141472,0.541
32,2022,1141475,0.567
137,2022,1147742,0.514
138,2022,1147802,0.506
138,2022,1147805,0.519
166,2022,1149480,0.51
166,2022,1149482,0.523
167,2022,1149545,0.508
168,2022,1149605,0.501
193,2022,1151097,0.511
194,2022,1151157,0.539
194,2022,1151160,0.548
195,2022,1151220,0.568
195,2022,1151222,0.54
196,2022,1151282,0.537
223,2022,1152897,0.525
223,2022,1152900,0.507
249,2022,1154512,0.55
250,2022,1154515,0.556
251,2022,1154575,0.572
251,2022,1154577,0.563
252,2022,1154635,0.516
252,2022,1154637,0.57
252,2022,1154640,0.548
253,2022,1154697,0.558
253,2022,1154700,0.572
254,2022,1154760,0.511
277,2022,1156192,0.503
278,2022,1156252,0.524
279,2022,1156255,0.523
280,2022,1156315,0.529
280,2022,1156317,0.506
299,2022,1157492,0.516
300,2022,1157552,0.528
300,2022,1157555,0.546
301,2022,1157615,0.552
301,2022,1157617,0.555
302,2022,1157680,0.509
303,2022,1157742,0.502
313,2022,1158335,0.513
328,2022,1159232,0.507
328,2022,1159235,0.509
329,2022,1159295,0.526
354,2022,1160787,0.566
354,2022,1160790,0.538
355,2022,1160850,0.551
355,2022,1160852,0.52
356,2022,1160910,0.552
356,2022,1160912,0.586
356,2022,1160915,0.516
357,2022,1160972,0.566
357,2022,1160975,0.571
357,2022,1160977,0.502
358,2022,1161032,0.523
358,2022,1161035,0.602
358,2022,1161037,0.604
358,2022,1161040,0.516
359,2022,1161095,0.51
359,2022,1161097,0.557
359,2022,1161100,0.533
360,2022,1161157,0.51
360,2022,1161160,0.527
20,2023,1162650,0.535
20,2023,1162652,0.529
21,2023,1162710,0.519
21,2023,1162712,0.564
21,2023,1162715,0.532
22,2023,1162772,0.556
22,2023,1162775,0.598
22,2023,1162777,0.539
23,2023,1162835,0.514
23,2023,1162837,0.524
