x,y,time,value
291,1981,258520,0.533
291,1981,258522,0.572
291,1981,258525,0.56
292,1981,258585,0.517
292,1981,258587,0.508
316,1981,260012,0.505
317,1981,260075,0.53
317,1981,260077,0.502
318,1981,260137,0.533
319,1981,260200,0.517
319,1981,260202,0.511
344,1981,261690,0.517
344,1981,261692,0.53
345,1981,261750,0.527
345,1981,261752,0.603
345,1981,261755,0.603
346,1981,261812,0.594
346,1981,261815,0.621
346,1981,261817,0.557
347,1981,261875,0.53
347,1981,261877,0.557
347,1981,261880,0.536
348,1981,261937,0.557
348,1981,261940,0.542
360,1981,262652,0.505
360,1981,262655,0.505
7,1982,263352,0.584
7,1982,263370,0.517
8,1982,263432,0.502
9,1982,263492,0.52
9,1982,263495,0.505
37,1982,265170,0.505
38,1982,265230,0.523
38,1982,265232,0.554
38,1982,265235,0.508
201,1982,274977,0.502
201,1982,274980,0.502
202,1982,275040,0.508
333,1982,282930,0.502
335,1982,283052,0.505
336,1982,283112,0.52
336,1982,283115,0.554
336,1982,283117,0.52
337,1982,283175,0.554
337,1982,283177,0.597
337,1982,283180,0.542
338,1982,283237,0.505
363,1982,284730,0.517
363,1982,284732,0.533
364,1982,284792,0.572
364,1982,284795,0.557
364,1982,284792,0.572
364,1982,284795,0.557
365,1982,284855,0.557
365,1982,284857,0.523
1,1983,284917,0.545
25,1983,286345,0.523
25,1983,286347,0.539
26,1983,286407,0.566
26,1983,286410,0.591
26,1983,286412,0.511
27,1983,286470,0.569
27,1983,286472,0.551
28,1983,286530,0.554
28,1983,286532,0.597
28,1983,286535,0.566
29,1983,286592,0.566
29,1983,286595,0.603
29,1983,286597,0.545
29,1983,286592,0.566
29,1983,286595,0.603
29,1983,286597,0.545
30,1983,286657,0.505
163,1983,294602,0.514
218,1983,297895,0.53
219,1983,297955,0.548
219,1983,297957,0.572
219,1983,297960,0.536
220,1983,298017,0.584
220,1983,298020,0.6
220,1983,298022,0.545
221,1983,298080,0.587
221,1983,298082,0.581
222,1983,298140,0.511
222,1983,298142,0.575
222,1983,298145,0.527
223,1983,298205,0.545
248,1983,299697,0.505
154,1984,315962,0.536
155,1984,316027,0.53
164,1984,316557,0.508
165,1984,316617,0.511
165,1984,316620,0.536
166,1984,316680,0.505
166,1984,316682,0.53
167,1984,316742,0.511
182,1984,317642,0.517
183,1984,317702,0.52
183,1984,317705,0.527
184,1984,317765,0.508
184,1984,317767,0.502
209,1984,319257,0.536
209,1984,319260,0.536
210,1984,319317,0.514
210,1984,319320,0.575
210,1984,319322,0.52
211,1984,319380,0.545
211,1984,319382,0.566
212,1984,319442,0.548
212,1984,319445,0.551
213,1984,319505,0.508
222,1984,320037,0.508
223,1984,320097,0.511
224,1984,320160,0.53
237,1984,320935,0.511
237,1984,320937,0.514
238,1984,320995,0.545
238,1984,320997,0.578
238,1984,321000,0.514
239,1984,321057,0.581
239,1984,321060,0.578
239,1984,321062,0.517
240,1984,321117,0.514
240,1984,321120,0.597
240,1984,321122,0.545
241,1984,321182,0.548
264,1984,322612,0.52
264,1984,322612,0.52
265,1984,322672,0.527
266,1984,322675,0.545
267,1984,322735,0.557
267,1984,322737,0.533
268,1984,322797,0.542
271,1984,323015,0.52
272,1984,323077,0.511
286,1984,323917,0.508
287,1984,323977,0.514
289,1984,324102,0.502
291,1984,324227,0.514
292,1984,324290,0.527
292,1984,324292,0.514
293,1984,324352,0.539
293,1984,324355,0.511
297,1984,324570,0.517
297,1984,324572,0.508
298,1984,324632,0.533
299,1984,324692,0.563
299,1984,324695,0.584
299,1984,324697,0.508
300,1984,324755,0.606
300,1984,324757,0.591
300,1984,324760,0.539
301,1984,324817,0.548
301,1984,324820,0.569
302,1984,324880,0.523
302,1984,324882,0.523
303,1984,324945,0.508
316,1984,325717,0.511
318,1984,325842,0.536
326,1984,326310,0.548
326,1984,326312,0.539
327,1984,326370,0.56
327,1984,326372,0.636
327,1984,326375,0.566
328,1984,326430,0.539
328,1984,326432,0.645
328,1984,326435,0.661
328,1984,326437,0.581
329,1984,326492,0.563
329,1984,326495,0.667
329,1984,326497,0.658
329,1984,326500,0.557
330,1984,326555,0.603
330,1984,326557,0.642
330,1984,326560,0.597
331,1984,326617,0.548
331,1984,326620,0.572
331,1984,326622,0.533
332,1984,326680,0.505
332,1984,326682,0.523
342,1984,327270,0.502
342,1984,327272,0.505
343,1984,327332,0.527
343,1984,327335,0.502
344,1984,327395,0.508
344,1984,327397,0.502
346,1984,327517,0.527
346,1984,327520,0.53
347,1984,327580,0.52
354,1984,327987,0.505
354,1984,327990,0.502
354,1984,327987,0.505
354,1984,327990,0.502
355,1984,328047,0.502
355,1984,328050,0.551
355,1984,328052,0.53
356,1984,328110,0.584
356,1984,328112,0.618
356,1984,328115,0.554
357,1984,328170,0.542
357,1984,328172,0.648
357,1984,328175,0.658
357,1984,328177,0.563
358,1984,328232,0.609
358,1984,328235,0.664
358,1984,328237,0.624
358,1984,328240,0.53
359,1984,328292,0.542
359,1984,328295,0.651
359,1984,328297,0.642
359,1984,328300,0.575
360,1984,328355,0.523
360,1984,328357,0.572
360,1984,328360,0.575
360,1984,328362,0.508
361,1984,328420,0.533
361,1984,328422,0.508
3,1985,328887,0.502
3,1985,328887,0.502
4,1985,328947,0.545
4,1985,328950,0.554
5,1985,329007,0.536
5,1985,329010,0.557
5,1985,329012,0.539
6,1985,329070,0.603
6,1985,329072,0.621
6,1985,329075,0.563
7,1985,329130,0.539
7,1985,329132,0.609
7,1985,329135,0.6
7,1985,329137,0.542
8,1985,329192,0.542
8,1985,329195,0.569
8,1985,329197,0.563
9,1985,329255,0.539
9,1985,329257,0.557
9,1985,329260,0.514
10,1985,329317,0.548
10,1985,329320,0.554
10,1985,329322,0.505
17,1985,329727,0.514
18,1985,329787,0.511
18,1985,329790,0.545
18,1985,329787,0.511
18,1985,329790,0.545
19,1985,329850,0.563
19,1985,329852,0.554
20,1985,329912,0.505
21,1985,329970,0.508
21,1985,329972,0.597
21,1985,329975,0.575
22,1985,330035,0.514
35,1985,330810,0.563
35,1985,330812,0.56
35,1985,330815,0.533
36,1985,330872,0.542
36,1985,330875,0.523
37,1985,330935,0.56
37,1985,330937,0.505
154,1985,337920,0.517
155,1985,337980,0.511
155,1985,337982,0.527
170,1985,338880,0.505
170,1985,338882,0.502
181,1985,339535,0.514
181,1985,339537,0.505
182,1985,339595,0.533
182,1985,339597,0.545
182,1985,339600,0.517
183,1985,339657,0.594
183,1985,339660,0.587
183,1985,339662,0.536
183,1985,339657,0.594
183,1985,339660,0.587
183,1985,339662,0.536
184,1985,339717,0.502
184,1985,339720,0.566
184,1985,339722,0.587
184,1985,339725,0.53
185,1985,339782,0.551
185,1985,339785,0.523
212,1985,341400,0.514
240,1985,343077,0.514
317,1985,347735,0.52
309,1986,369160,0.517
336,1986,370775,0.533
336,1986,370777,0.508
363,1986,372390,0.578
364,1986,372450,0.523
364,1986,372452,0.575
365,1986,372512,0.533
365,1986,372515,0.554
1,1987,372575,0.502
1,1987,372577,0.514
29,1987,374252,0.533
29,1987,374255,0.505
325,1987,392010,0.505
325,1987,392012,0.584
325,1987,392015,0.554
326,1987,392072,0.523
326,1987,392075,0.554
326,1987,392077,0.533
327,1987,392137,0.511
328,1987,392197,0.517
328,1987,392200,0.533
338,1987,392792,0.508
338,1987,392792,0.508
339,1987,392852,0.517
351,1987,393567,0.533
351,1987,393570,0.514
352,1987,393627,0.514
352,1987,393630,0.514
353,1987,393687,0.572
353,1987,393690,0.615
353,1987,393692,0.584
353,1987,393687,0.572
353,1987,393690,0.615
353,1987,393692,0.584
354,1987,393750,0.612
354,1987,393752,0.658
354,1987,393755,0.6
355,1987,393810,0.52
355,1987,393812,0.606
355,1987,393815,0.645
355,1987,393817,0.581
356,1987,393872,0.527
356,1987,393875,0.618
356,1987,393877,0.615
356,1987,393880,0.545
357,1987,393935,0.511
357,1987,393937,0.569
357,1987,393940,0.557
358,1987,394000,0.545
358,1987,394002,0.511
365,1987,394405,0.511
365,1987,394407,0.551
365,1987,394410,0.514
1,1988,394467,0.557
1,1988,394470,0.572
1,1988,394472,0.514
2,1988,394530,0.594
2,1988,394532,0.572
3,1988,394592,0.508
3,1988,394592,0.508
4,1988,394655,0.514
17,1988,395430,0.508
18,1988,395490,0.517
18,1988,395492,0.533
18,1988,395495,0.505
18,1988,395490,0.517
18,1988,395492,0.533
18,1988,395495,0.505
19,1988,395552,0.508
19,1988,395555,0.508
20,1988,395615,0.539
20,1988,395617,0.563
21,1988,395677,0.517
46,1988,397167,0.508
46,1988,397170,0.539
47,1988,397230,0.551
47,1988,397232,0.539
48,1988,397292,0.514
48,1988,397292,0.514
110,1988,400985,0.523
124,1988,401822,0.533
125,1988,401882,0.505
125,1988,401885,0.533
126,1988,401945,0.502
136,1988,402540,0.53
137,1988,402600,0.523
137,1988,402602,0.52
138,1988,402662,0.545
138,1988,402665,0.536
138,1988,402662,0.545
138,1988,402665,0.536
139,1988,402725,0.527
150,1988,403375,0.505
150,1988,403377,0.505
151,1988,403437,0.56
151,1988,403440,0.545
152,1988,403497,0.557
152,1988,403500,0.609
152,1988,403502,0.56
153,1988,403557,0.502
153,1988,403560,0.606
153,1988,403562,0.624
153,1988,403565,0.533
153,1988,403557,0.502
153,1988,403560,0.606
153,1988,403562,0.624
153,1988,403565,0.533
154,1988,403620,0.527
154,1988,403622,0.6
154,1988,403625,0.597
154,1988,403627,0.548
155,1988,403682,0.523
155,1988,403685,0.584
155,1988,403687,0.566
156,1988,403745,0.505
156,1988,403747,0.554
164,1988,404217,0.523
165,1988,404277,0.53
165,1988,404280,0.536
166,1988,404340,0.502
167,1988,404402,0.511
180,1988,405177,0.56
180,1988,405180,0.527
181,1988,405237,0.548
181,1988,405240,0.578
181,1988,405242,0.539
182,1988,405297,0.514
182,1988,405300,0.594
182,1988,405302,0.581
182,1988,405305,0.533
183,1988,405360,0.554
183,1988,405362,0.612
183,1988,405365,0.56
183,1988,405360,0.554
183,1988,405362,0.612
183,1988,405365,0.56
184,1988,405422,0.545
184,1988,405425,0.594
184,1988,405427,0.557
185,1988,405485,0.533
185,1988,405487,0.523
192,1988,405895,0.508
193,1988,405955,0.542
193,1988,405957,0.52
194,1988,406017,0.539
194,1988,406020,0.511
195,1988,406077,0.545
195,1988,406080,0.56
195,1988,406082,0.505
196,1988,406137,0.502
196,1988,406140,0.566
196,1988,406142,0.53
197,1988,406200,0.52
197,1988,406202,0.536
198,1988,406262,0.508
198,1988,406262,0.508
208,1988,406855,0.511
209,1988,406915,0.511
209,1988,406917,0.557
209,1988,406920,0.511
210,1988,406977,0.563
210,1988,406980,0.566
211,1988,407037,0.539
211,1988,407040,0.612
211,1988,407042,0.578
212,1988,407100,0.545
212,1988,407102,0.587
212,1988,407105,0.548
213,1988,407162,0.554
213,1988,407165,0.548
213,1988,407162,0.554
213,1988,407165,0.548
237,1988,408652,0.502
238,1988,408655,0.569
238,1988,408657,0.545
239,1988,408715,0.554
239,1988,408717,0.587
239,1988,408720,0.566
240,1988,408777,0.572
240,1988,408780,0.594
240,1988,408782,0.511
241,1988,408840,0.545
241,1988,408842,0.523
300,1988,412412,0.505
300,1988,412415,0.551
328,1988,414090,0.527
328,1988,414092,0.539
329,1988,414155,0.502
330,1988,414215,0.539
330,1988,414217,0.517
344,1988,415052,0.517
345,1988,415115,0.511
346,1988,415177,0.514
347,1988,415237,0.517
347,1988,415240,0.508
357,1988,415830,0.511
357,1988,415832,0.527
358,1988,415892,0.551
358,1988,415895,0.539
359,1988,415952,0.505
359,1988,415955,0.539
36,1989,418532,0.539
37,1989,418592,0.514
37,1989,418595,0.523
154,1989,425577,0.53
154,1989,425580,0.511
155,1989,425640,0.527
182,1989,427255,0.502
183,1989,427317,0.536
183,1989,427320,0.52
184,1989,427377,0.536
184,1989,427380,0.581
184,1989,427382,0.505
185,1989,427440,0.523
185,1989,427442,0.517
289,1989,433715,0.523
290,1989,433777,0.551
290,1989,433780,0.505
291,1989,433840,0.511
316,1989,435330,0.527
316,1989,435332,0.56
317,1989,435392,0.563
317,1989,435395,0.523
318,1989,435455,0.569
318,1989,435457,0.52
319,1989,435517,0.533
344,1989,437007,0.523
344,1989,437010,0.539
345,1989,437070,0.587
345,1989,437072,0.578
346,1989,437130,0.563
346,1989,437132,0.627
346,1989,437135,0.575
347,1989,437192,0.53
347,1989,437195,0.575
347,1989,437197,0.505
348,1989,437255,0.511
348,1989,437257,0.508
201,1990,450297,0.502
203,1990,450420,0.502
279,1990,455015,0.514
306,1990,456632,0.505
307,1990,456692,0.505
307,1990,456695,0.508
307,1990,456692,0.505
307,1990,456695,0.508
308,1990,456755,0.554
308,1990,456757,0.523
27,1991,461787,0.53
27,1991,461790,0.514
28,1991,461847,0.52
28,1991,461850,0.53
29,1991,461910,0.505
29,1991,461912,0.508
191,1991,471597,0.514
192,1991,471660,0.505
218,1991,473272,0.508
219,1991,473275,0.536
220,1991,473335,0.572
220,1991,473337,0.594
221,1991,473395,0.56
221,1991,473397,0.648
221,1991,473400,0.612
222,1991,473457,0.539
222,1991,473460,0.6
222,1991,473462,0.542
223,1991,473520,0.53
223,1991,473522,0.533
249,1991,475075,0.508
250,1991,475137,0.517
324,1991,479607,0.514
324,1991,479610,0.517
325,1991,479670,0.587
325,1991,479672,0.572
326,1991,479730,0.551
326,1991,479732,0.615
326,1991,479735,0.587
327,1991,479792,0.575
327,1991,479795,0.612
327,1991,479797,0.575
328,1991,479852,0.508
328,1991,479855,0.618
328,1991,479857,0.627
328,1991,479860,0.581
329,1991,479917,0.578
329,1991,479920,0.536
329,1991,479922,0.505
337,1991,480390,0.502
338,1991,480450,0.514
339,1991,480510,0.527
339,1991,480512,0.56
339,1991,480515,0.511
340,1991,480572,0.511
340,1991,480575,0.517
341,1991,480635,0.505
354,1991,481410,0.53
354,1991,481412,0.508
355,1991,481472,0.542
355,1991,481475,0.536
357,1991,481597,0.502
17,1992,483087,0.523
17,1992,483090,0.517
18,1992,483150,0.508
19,1992,483212,0.523
182,1992,492960,0.514
183,1992,493020,0.508
183,1992,493022,0.505
184,1992,493082,0.52
211,1992,494697,0.517
211,1992,494700,0.511
212,1992,494760,0.551
212,1992,494762,0.514
239,1992,496375,0.514
240,1992,496437,0.508
256,1992,497395,0.648
256,1992,497397,0.731
256,1992,497400,0.734
256,1992,497402,0.618
256,1992,497405,0.517
315,1992,500972,0.505
316,1992,501032,0.56
316,1992,501035,0.566
317,1992,501095,0.554
317,1992,501097,0.545
318,1992,501155,0.502
318,1992,501157,0.542
318,1992,501160,0.502
326,1992,501625,0.514
326,1992,501627,0.551
326,1992,501630,0.502
327,1992,501685,0.502
327,1992,501687,0.584
327,1992,501690,0.581
327,1992,501692,0.536
327,1992,501685,0.502
327,1992,501687,0.584
327,1992,501690,0.581
327,1992,501692,0.536
328,1992,501747,0.578
328,1992,501750,0.639
328,1992,501752,0.624
328,1992,501755,0.542
329,1992,501810,0.587
329,1992,501812,0.63
329,1992,501815,0.581
330,1992,501872,0.548
330,1992,501875,0.548
330,1992,501877,0.505
331,1992,501935,0.551
331,1992,501937,0.554
332,1992,501997,0.53
332,1992,502000,0.53
343,1992,502650,0.505
344,1992,502710,0.551
344,1992,502712,0.563
345,1992,502770,0.527
345,1992,502772,0.594
345,1992,502775,0.578
346,1992,502832,0.548
346,1992,502835,0.597
346,1992,502837,0.53
347,1992,502892,0.505
347,1992,502895,0.606
347,1992,502897,0.612
347,1992,502900,0.557
348,1992,502955,0.542
348,1992,502957,0.6
348,1992,502960,0.587
348,1992,502962,0.548
349,1992,503020,0.536
357,1992,503490,0.53
357,1992,503492,0.511
357,1992,503490,0.53
357,1992,503492,0.511
358,1992,503550,0.533
358,1992,503552,0.557
358,1992,503555,0.514
359,1992,503612,0.505
360,1992,503675,0.53
361,1992,503735,0.502
362,1992,503797,0.502
5,1993,504327,0.508
6,1993,504387,0.53
6,1993,504390,0.563
6,1993,504392,0.511
6,1993,504387,0.53
6,1993,504390,0.563
6,1993,504392,0.511
7,1993,504450,0.566
7,1993,504452,0.566
8,1993,504510,0.511
8,1993,504512,0.597
8,1993,504515,0.581
9,1993,504572,0.557
9,1993,504575,0.597
9,1993,504577,0.545
36,1993,506187,0.514
36,1993,506190,0.554
36,1993,506192,0.539
36,1993,506187,0.514
36,1993,506190,0.554
36,1993,506192,0.539
37,1993,506252,0.514
155,1993,513300,0.514
174,1994,536340,0.52
175,1994,536400,0.511
190,1994,537300,0.517
190,1994,537302,0.502
191,1994,537362,0.511
193,1994,537485,0.511
199,1994,537892,0.505
201,1994,537955,0.548
201,1994,537957,0.53
202,1994,538015,0.557
202,1994,538017,0.603
202,1994,538020,0.514
203,1994,538077,0.569
203,1994,538080,0.591
204,1994,538140,0.569
204,1994,538142,0.523
220,1994,539102,0.502
279,1994,542675,0.514
307,1994,544352,0.56
307,1994,544355,0.523
308,1994,544412,0.551
308,1994,544415,0.594
308,1994,544417,0.52
309,1994,544475,0.523
309,1994,544477,0.517
310,1994,544537,0.517
336,1994,546092,0.508
365,1994,547832,0.502
29,1995,549570,0.517
29,1995,549572,0.505
30,1995,549632,0.514
106,1995,554160,0.514
106,1995,554162,0.508
107,1995,554222,0.523
107,1995,554225,0.523
108,1995,554282,0.517
108,1995,554285,0.551
108,1995,554287,0.514
109,1995,554345,0.502
109,1995,554347,0.551
163,1995,557575,0.502
163,1995,557577,0.566
163,1995,557580,0.557
164,1995,557637,0.566
164,1995,557640,0.615
164,1995,557642,0.566
165,1995,557700,0.594
165,1995,557702,0.63
165,1995,557705,0.572
166,1995,557762,0.584
166,1995,557765,0.6
166,1995,557767,0.505
167,1995,557825,0.554
167,1995,557827,0.542
168,1995,557890,0.502
179,1995,558540,0.502
189,1995,559192,0.536
190,1995,559195,0.554
190,1995,559252,0.545
191,1995,559255,0.648
191,1995,559257,0.624
191,1995,559260,0.53
191,1995,559312,0.508
191,1995,559255,0.648
191,1995,559257,0.624
191,1995,559260,0.53
191,1995,559312,0.508
192,1995,559315,0.627
192,1995,559317,0.688
192,1995,559320,0.658
192,1995,559322,0.539
193,1995,559375,0.527
193,1995,559377,0.648
193,1995,559380,0.679
193,1995,559382,0.633
193,1995,559385,0.505
194,1995,559437,0.557
194,1995,559440,0.651
194,1995,559442,0.658
194,1995,559445,0.584
195,1995,559500,0.566
195,1995,559502,0.648
195,1995,559505,0.618
195,1995,559507,0.502
196,1995,559562,0.517
196,1995,559565,0.566
196,1995,559567,0.545
197,1995,559627,0.508
221,1995,561057,0.511
221,1995,561057,0.511
298,1995,565712,0.517
298,1995,565715,0.545
299,1995,565775,0.527
299,1995,565777,0.545
300,1995,565837,0.523
300,1995,565840,0.523
301,1995,565902,0.502
310,1995,566432,0.502
325,1995,567330,0.554
325,1995,567332,0.545
326,1995,567390,0.587
326,1995,567392,0.612
326,1995,567395,0.563
326,1995,567390,0.587
326,1995,567392,0.612
326,1995,567395,0.563
327,1995,567450,0.502
327,1995,567452,0.603
327,1995,567455,0.63
327,1995,567457,0.587
328,1995,567512,0.545
328,1995,567515,0.627
328,1995,567517,0.636
328,1995,567520,0.533
329,1995,567575,0.505
329,1995,567577,0.597
329,1995,567580,0.575
330,1995,567637,0.514
330,1995,567640,0.569
330,1995,567642,0.548
339,1995,568170,0.508
339,1995,568172,0.52
340,1995,568230,0.52
340,1995,568232,0.554
341,1995,568290,0.523
341,1995,568292,0.581
341,1995,568295,0.575
356,1995,569190,0.584
356,1995,569192,0.673
356,1995,569195,0.655
356,1995,569197,0.554
357,1995,569252,0.587
357,1995,569255,0.661
357,1995,569257,0.612
357,1995,569260,0.502
358,1995,569317,0.533
358,1995,569320,0.536
18,1996,570807,0.538
18,1996,570810,0.56
19,1996,570867,0.549
19,1996,570870,0.639
19,1996,570872,0.608
19,1996,570875,0.511
20,1996,570930,0.521
20,1996,570932,0.597
20,1996,570935,0.564
21,1996,570992,0.501
21,1996,570995,0.527
21,1996,570997,0.508
21,1996,570992,0.501
21,1996,570995,0.527
21,1996,570997,0.508
181,1996,580555,0.527
181,1996,580557,0.545
182,1996,580615,0.514
182,1996,580617,0.608
182,1996,580620,0.596
182,1996,580622,0.503
183,1996,580677,0.564
183,1996,580680,0.631
183,1996,580682,0.563
184,1996,580740,0.555
184,1996,580742,0.6
184,1996,580745,0.55
185,1996,580802,0.554
185,1996,580805,0.593
185,1996,580807,0.509
186,1996,580865,0.513
186,1996,580867,0.535
186,1996,580865,0.513
186,1996,580867,0.535
209,1996,582235,0.507
210,1996,582295,0.541
210,1996,582297,0.532
211,1996,582357,0.556
211,1996,582360,0.516
212,1996,582420,0.543
213,1996,582482,0.513
214,1996,582542,0.506
266,1996,585710,0.533
266,1996,585712,0.532
267,1996,585772,0.561
268,1996,585775,0.537
269,1996,585835,0.549
270,1996,585897,0.501
275,1996,586240,0.501
299,1996,587667,0.505
300,1996,587727,0.513
300,1996,587730,0.521
301,1996,587792,0.563
301,1996,587795,0.568
302,1996,587855,0.546
303,1996,587917,0.531
315,1996,588632,0.527
316,1996,588692,0.574
316,1996,588695,0.552
317,1996,588752,0.545
317,1996,588755,0.595
317,1996,588757,0.561
318,1996,588812,0.51
318,1996,588815,0.592
318,1996,588817,0.606
318,1996,588820,0.537
319,1996,588875,0.545
319,1996,588877,0.592
319,1996,588880,0.579
319,1996,588882,0.506
320,1996,588937,0.546
320,1996,588940,0.562
320,1996,588942,0.553
321,1996,589002,0.526
321,1996,589005,0.505
321,1996,589002,0.526
321,1996,589005,0.505
329,1996,589470,0.538
329,1996,589472,0.569
331,1996,589595,0.526
348,1996,590620,0.503
358,1996,591210,0.502
358,1996,591212,0.536
36,1997,593850,0.51
37,1997,593912,0.528
200,1997,603657,0.53
200,1997,603660,0.52
201,1997,603720,0.525
201,1997,603722,0.508
229,1997,605397,0.525
230,1997,605457,0.551
230,1997,605460,0.543
231,1997,605520,0.535
231,1997,605522,0.528
232,1997,605582,0.508
256,1997,607072,0.509
257,1997,607075,0.533
258,1997,607135,0.531
258,1997,607137,0.543
259,1997,607197,0.503
338,1998,633875,0.522
248,1999,650392,0.53
250,1999,650455,0.501
327,1999,655112,0.526
327,1999,655115,0.519
328,1999,655172,0.546
328,1999,655175,0.586
328,1999,655177,0.55
329,1999,655235,0.537
329,1999,655237,0.576
329,1999,655240,0.522
330,1999,655300,0.514
355,1999,656790,0.508
356,1999,656852,0.56
356,1999,656855,0.537
357,1999,656912,0.537
357,1999,656915,0.554
357,1999,656917,0.543
358,1999,656975,0.526
358,1999,656977,0.54
358,1999,656980,0.506
359,1999,657037,0.531
359,1999,657040,0.535
360,1999,657100,0.513
19,2000,658530,0.503
20,2000,658592,0.527
21,2000,658652,0.51
21,2000,658655,0.508
155,2000,666660,0.503
155,2000,666662,0.505
182,2000,668275,0.514
182,2000,668277,0.563
183,2000,668337,0.568
183,2000,668340,0.568
184,2000,668397,0.511
184,2000,668400,0.613
184,2000,668402,0.571
185,2000,668460,0.506
185,2000,668462,0.557
185,2000,668465,0.551
186,2000,668525,0.536
186,2000,668527,0.503
9,2001,679892,0.522
9,2001,679892,0.522
10,2001,679955,0.519
38,2001,681630,0.526
38,2001,681632,0.538
186,2001,690480,0.504
200,2001,691315,0.526
200,2001,691317,0.518
201,2001,691377,0.553
201,2001,691380,0.523
202,2001,691437,0.504
202,2001,691440,0.58
202,2001,691442,0.536
203,2001,691500,0.535
203,2001,691502,0.568
203,2001,691505,0.514
204,2001,691565,0.511
204,2001,691565,0.511
228,2001,692995,0.517
229,2001,693055,0.565
229,2001,693057,0.553
230,2001,693117,0.55
230,2001,693120,0.517
231,2001,693180,0.537
256,2001,694732,0.506
258,2001,694795,0.535
259,2001,694857,0.521
260,2001,694917,0.505
260,2001,694920,0.507
363,2001,701130,0.514
363,2001,701132,0.503
364,2001,701192,0.541
364,2001,701195,0.536
365,2001,701255,0.541
365,2001,701257,0.509
28,2002,702932,0.535
28,2002,702935,0.508
29,2002,702992,0.522
29,2002,702995,0.525
249,2002,716157,0.511
249,2002,716160,0.506
309,2002,719795,0.526
337,2002,721470,0.509
337,2002,721472,0.526
338,2002,721532,0.529
338,2002,721535,0.518
339,2002,721595,0.524
339,2002,721597,0.51
2,2003,723272,0.507
3,2003,723335,0.536
18,2003,724232,0.518
19,2003,724295,0.522
20,2003,724357,0.505
136,2003,731280,0.52
136,2003,731282,0.524
137,2003,731342,0.532
137,2003,731345,0.538
138,2003,731402,0.507
138,2003,731405,0.533
139,2003,731467,0.517
152,2003,732240,0.512
152,2003,732242,0.503
153,2003,732302,0.525
154,2003,732362,0.521
154,2003,732365,0.562
154,2003,732367,0.532
155,2003,732425,0.523
155,2003,732427,0.562
155,2003,732430,0.519
156,2003,732487,0.512
156,2003,732490,0.505
162,2003,732892,0.503
163,2003,732895,0.561
163,2003,732897,0.55
164,2003,732955,0.618
164,2003,732957,0.655
164,2003,732960,0.611
164,2003,732955,0.618
164,2003,732957,0.655
164,2003,732960,0.611
165,2003,733017,0.642
165,2003,733020,0.686
165,2003,733022,0.627
166,2003,733077,0.549
166,2003,733080,0.668
166,2003,733082,0.667
166,2003,733085,0.605
167,2003,733140,0.549
167,2003,733142,0.651
167,2003,733145,0.631
167,2003,733147,0.567
168,2003,733202,0.54
168,2003,733205,0.59
168,2003,733207,0.568
169,2003,733265,0.503
169,2003,733267,0.571
169,2003,733270,0.507
180,2003,733920,0.536
181,2003,733980,0.522
181,2003,733982,0.505
192,2003,734635,0.557
192,2003,734637,0.534
193,2003,734695,0.557
193,2003,734697,0.619
193,2003,734700,0.574
194,2003,734757,0.589
194,2003,734760,0.634
194,2003,734762,0.556
194,2003,734757,0.589
194,2003,734760,0.634
194,2003,734762,0.556
195,2003,734820,0.62
195,2003,734822,0.618
195,2003,734825,0.544
196,2003,734882,0.545
196,2003,734885,0.579
207,2003,735535,0.507
208,2003,735597,0.53
208,2003,735600,0.508
209,2003,735657,0.532
209,2003,735660,0.55
209,2003,735657,0.532
209,2003,735660,0.55
210,2003,735720,0.517
211,2003,735782,0.515
212,2003,735842,0.514
212,2003,735845,0.502
213,2003,735905,0.521
221,2003,736375,0.532
221,2003,736377,0.516
222,2003,736435,0.533
222,2003,736437,0.549
222,2003,736440,0.531
223,2003,736497,0.538
223,2003,736500,0.577
223,2003,736502,0.507
224,2003,736560,0.537
224,2003,736562,0.533
224,2003,736560,0.537
224,2003,736562,0.533
225,2003,736622,0.532
236,2003,737275,0.526
237,2003,737335,0.551
237,2003,737337,0.566
237,2003,737340,0.502
238,2003,737395,0.52
238,2003,737397,0.572
238,2003,737400,0.554
239,2003,737457,0.54
239,2003,737460,0.573
239,2003,737462,0.515
239,2003,737457,0.54
239,2003,737460,0.573
239,2003,737462,0.515
240,2003,737517,0.522
240,2003,737520,0.598
240,2003,737522,0.566
241,2003,737580,0.52
241,2003,737582,0.598
241,2003,737585,0.53
242,2003,737642,0.511
242,2003,737645,0.541
245,2003,737862,0.519
245,2003,737865,0.503
246,2003,737925,0.545
246,2003,737927,0.547
247,2003,737985,0.517
247,2003,737987,0.554
247,2003,737990,0.574
247,2003,737992,0.524
248,2003,738047,0.537
248,2003,738050,0.613
248,2003,738052,0.619
249,2003,738055,0.568
249,2003,738110,0.541
249,2003,738112,0.637
250,2003,738115,0.628
250,2003,738117,0.554
250,2003,738172,0.549
251,2003,738175,0.617
251,2003,738177,0.61
251,2003,738180,0.523
252,2003,738235,0.571
252,2003,738237,0.642
252,2003,738240,0.584
253,2003,738295,0.507
253,2003,738297,0.615
253,2003,738300,0.607
253,2003,738302,0.534
254,2003,738357,0.512
254,2003,738360,0.569
254,2003,738362,0.545
254,2003,738357,0.512
254,2003,738360,0.569
254,2003,738362,0.545
255,2003,738420,0.509
255,2003,738422,0.509
262,2003,738890,0.511
263,2003,738950,0.536
